"collection_id","seed_id","collection_no","collection_date","mission_no","collectors","collection_source","collection_note"
"3937","3937","l/m/z/26","30/01/2015","2","wangchuk","Farm store","Nil"
"3938","3938","l/m/z/27","30/01/2015","2","Wangchuk","Farm store","Nil"
"3939","3939","l/m/z/28","30/01/2015","2","Wanghuk","Farm store","Nil"
"3940","3940","l/m/z/29","30/01/2015","2","Wanghuk","Farm store","Nil"
"3941","3941","l/m/d/30","30/01/2015","2","Wangchuk","Farm store","Nil"
"3942","3942","l/m/d/31","30/01/2015","2","Wangchuk","Farm store","Nil"
"3943","3943","l/m/d/32","30/01/2015","2","Wangchuk","Farm store","Nil"
"3944","3944","l/t/m/33","30/01/2015","2","Wangchuk","Farm store","Nil"
"3945","3945","l/m/m/34","30/01/2015","2","Wangchukl","Farm store","Nil"
"3946","3946","l/m/m/35","30/01/2015","2","Wangchuk","Farm store","Nil"
"3947","3947","l/m/k/36","23/01/2015","2","Wangchuk","Farm store","Khulay
alcohol
dengo"
"3948","3948","l/m/k/37","23/01/2015","2","Wangchuk","Farm store","Nil"
"3949","3949","l/m/k/38","23/01/2015","2","Wangchuk","Farm store","Nil"
"3950","3950","l/m/k/39","23/01/2015","2","Wangchuk","Farm store","Nil"
"3951","3951","l/m/k/40","23/01/2015","2","Wangchuk","Farm store","Nil"
"3952","3952","l/m/k/41","24/01/2015","2","Wangchuk","Farm store","Nil"
"3953","3953","l/m/k/42","24/01/2015","2","Wangchuk","Farm store","Nil"
"3954","3954","l/m/k/43","24/01/2015","2","Wangchuk","Farm store","Nil"
"3955","3955","l/m/k/44","24/01/2015","2","wangchuk","Farm store","Nil"
"3956","3956","l/m/k/45","24/01/2015","2","Wangchuk","Farm store","Nil"
"3957","3957","l/m/k/46","24/01/2015","2","wangchuk","Farm store","Nil"
"3958","3958","l/m/n/47","24/01/2015","2","Wangchuk","Farm store","Nil"
"3959","3959","l/m/n/48","24/01/2015","2","wangchuk","Farm store","Nil"
"3960","3960","l/m/n/49","24/01/2015","2","wangchuk","Farm store","Nil"
"3961","3961","l/m/t/50","24/01/2015","2","Wangchuk","Farm store","Nil"
"3962","3962","l/m/t/51","24/01/2015","2","Wangchuk","Farm store","Nil"
"3963","3963","l/m/o/52","24/01/2015","2","Wangchuk","Farm store","Cultivated two times a year"
"3964","3964","l/m/o/53","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3965","3965","l/m/g/54","02-02-15","2","Sonam Norbu, Wa","Farm store",
"3966","3966","l/m/g/55","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3967","3967","l/m/d/56","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3968","3968","l/m/d/57","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3969","3969","l/m/d/59","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3970","3970","l/m/d/58","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3971","3971","l/m/t/60","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3972","3972","l/m/t/61","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3973","3973","l/m/t/62","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3974","3974","l/m/t/63","02-02-15","2","Sonam norbu","Farm store","Nil"
"3975","3975","l/m/t/64","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3976","3976","l/m/t/65","02-02-15","2","Sonam norbu","Farm store","Nil"
"3977","3977","l/m/t/66","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3978","3978","l/m/t/67","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3979","3979","l/m/t/68","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3980","3980","l/m/k/69","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3981","3981","l/m/s/70","02-02-15","2","Sonam Norbu","Farm store","Nil"
"3982","3982","l/m/s/71","02-02-15","2","Sonam NOrbu","Farm store","Nil"
"3983","3983","l/m/y/72","02-02-15","2","Sonam Norbu","Farm store","Brewing alcohol"
"3984","3984","l/m/y/73","03-02-15","2","Sonam Norbu AEO","Farm store","NK"
"3985","3985","l/m/y/74","02-03-15","2","Sonam Norbu","Farm store","Nil"
"3986","3986","l/m/y/75","02-03-15","2","Sonam Norbu","Farm store","Nil"
"3987","3987","l/m/y/76","02-03-15","2","Sonam Norbu","Farm store","Nil"
"3988","3988","l/t/k/77","02-03-15","2","Sonam Norbu","Farm store","Nil"
"3989","3989","l/t/k/78","02-03-15","2","Cheki and Wang","Farm store","Nil"
"3990","3990","l/t/k/79","02-03-15","2","Chei and Wang","Farm store","Nil"
"3991","3991","l/t/k/80","02-03-15","2","Cheki and Wang","Farm store","Nil"
"3992","3992","l/t/k/81","04-02-15","2","Wang,Tandin and","Farm store","Nil"
"3993","3993","l/t/k/82","02-06-15","2","Wang and Cheki","Farm store","Nil"
"3994","3994","l/t/k/83","02-06-15","2","Wang","Farm store","Nil"
"3995","3995","l/t/k/84","02-06-15","2","Wang","Farm store","Nil"
"3996","3996","l/t/k/86","02-06-15","2","Cheki,Wang and ","Farm store","Nil"
"3997","3997","l/t//k/87","02-06-15","2","Wang","Farm store","Nil"
"3998","3998","l/t/k/88","07-02-15","2","Wang, Cheki","Farm store","Sherpa ashom"
"3999","3999","l/t/k/89","07-02-15","2","Wang and Cheki","Farm store","Not recorded"
"4000","4000","Karpo","02-07-15","2","Wang and Cheki","Farm store","Making tea and Ezzay"
"4001","4001","l/t/f/91","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4002","4002","l/t/f/92","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4003","4003","l/t/f/93","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4004","4004","l//t/k/94","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4005","4005","l/t/k/95","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4006","4006","l/t/k/96","02-07-15","2","Cheki and wang","Farm store","Nil"
"4007","4007","l/t/d/97","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4008","4008","l/t/d/98","07-02-15","2","Cheki and Wang","Farm store","Not recorded"
"4009","4009","l/t/d/99","07-02-15","2","Cheki and Wang","Farm store","NK"
"4010","4010","l/t/d/100","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4011","4011","l/t/d/101","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4012","4012","l/t/w/102","07-02-15","2","Cheki and Wang","Farm store","NR"
"4013","4013","l/t/w/103","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4014","4014","l/t/w/104","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4015","4015","l/t/w/105","02-07-15","2","Cheki and Wang","Farm store","Nil"
"4016","4016","t/b/k/106","02-11-15","2","Ugyen Tenzin","Farm store","Self consumption, brewing and flour"
"4017","4017","t/b/n/107","12-02-15","2","Ugyen Tenzin, W","Farm store","used as kharang, ara, cattle feed"
"4018","4018","t/b/n/108","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4019","4019","t/b/n/109","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4020","4020","t/b/n/110","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4021","4021","t/b/b/111","11-02-15","2","Ugyen Tenzin","Farm store","Crop rotation with finger millet"
"4022","4022","t/b/b/112","02-11-15","2","Ugyen Tenzin","Farm store","Nil"
"4023","4023","t/b/b/113","11-02-15","2","Ugyen Tenzin","Farm store","Nil"
"4024","4024","t/b/b/114","02-11-15","2","Ugyen Tenzin","Farm store","Nil"
"4025","4025","t/b/n/115","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4026","4026","t/b/n/116","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4027","4027","t/b/n/117","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4028","4028","t/b/n/118","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4029","4029","t/b/n/119","02-12-15","2","Ugyen tenzin","Farm store","Nil"
"4030","4030","t/b/n/120","12-02-15","2","Ugyen Tenzin","Farm store","Nil"
"4031","4031","t/b/n/121","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4032","4032","t/b/y/122","13/02/2015","2","Ugyen Tenzin","Farm store","Nil"
"4033","4033","t/b/y/123","13/02/2015","2","Ugyen Tenzin","Farm store","Nil"
"4034","4034","t/b/d/124","13/02/2015","2","Ugyen Tenzin","Farm store","Nil"
"4035","4035","t/b/d/125","02-11-15","2","Ugyen Tenzin","Farm store","Nil"
"4036","4036","t/b/y/126","02-12-15","2","Ugyen tenzin","Farm store","Nil"
"4037","4037","t/b/t/127","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4038","4038","t/b/y/128","02-12-15","2","Ugyen Tenzin","Farm store","Nil"
"4039","4039","t/b/y/129","12-02-15","2","Ugyen tenzin","Farm store",
"4040","4040","t/n/j/01","17/09/2014","1","Cheki Wangmo","Farm store","Nil"
"4041","4041","t/n/j/02","19/09/2014","1","Cheki Wangmo","Farm store","Nil"
"4042","4042","c/c/l/01","21/05/2015","2","Cheki","Farm store","Nil"
"4043","4043","c/d/d/02","29/09/2014","2","Cheki","Farm store","Nil"
"4044","4044","c/d/s/03","26/09/2014","2","Cheki","Farm store","NR"
"4045","4045","c/d/s/4","21/05/2015","2","Cheki","Farm store","NR"
"4046","4046","c/d/s/5","21/05/2015","2","cheki","Farm store","Nil"
"4047","4047","c/d/d/6","27/09/2014","2","Cheki Wangmo","Farm store","Nil"
"4048","4048","c/d/s/7","26/09/2014","2","Cheki","Farm store","Very small size fruit"
"4049","4049","c/d/l/8","21/05/2015","2","cheki","Farm store","Nil"
"4050","4050","t/n/j/13","18/09/2014","1","Cheki","Farm store","Nil"
"4051","4051","p/d/i/1","26/12/2014","2","Cheki","Farm store","Nil"
"4052","4052","p/d/t/2","26/12/2014","2","Cheki","Farm store","Nil"
"4053","4053","c/p/w/01","29/09/2014","2","Cheki","Farm store","Nil"
"4054","4054","s/j/01","06-04-15","0","Nil","Farm store","Nil"
"4055","4055","s/j/02","06-04-15","0","Nil","Farm store","Nil"
"4056","4056","s/j/03","06-04-15","0","Nil","Farm store","Nil"
"4057","4057","z/g/g/04","06-04-15","0","Nil","Farm store","Nil"
"4058","4058","t/u/k/05","06-04-15","0","Nil","Farm store","Nil"
"4059","4059","s/b/d/06","06-04-15","0","Nil","Farm store","Nil"
"4060","4060","s/j/07","06-04-15","0","Nil","Farm store","Nil"
"4061","4061","s/h/08","06-04-15","0","Nil","Farm store","Nil"
"4062","4062","s/s/s/01","17/12/2014","0","Ugyen Phuntsho","Farm store","Sample collected during BIodiversity fair 2014

Sample rejected due to insect infection"
"4063","4063","s/o/c/02","17/12/2014","0","Ugyen Phuntsho","Farm store","Biodiversity fair sample collected 2014"
"4064","4064","s/p/k/03","17/12/2014","0","Ugyen Phuntsho","Farm store","Seeds collecetd duringbiodiversity fair 2014"
"4065","4065","s/g/k/04","17/12/2014","0","Ugyen Phuntsho","Farm store","Biodiversity fair sample samdrup jongkhar 2014"
"4066","4066","s/p/s/05","17/12/2014","0","Ugyen Phuntsho","Farm store","Fair sample"
"4067","4067","s/o/y/06","17/12/2014","0","Ugyen Phuntsho","Farm store","fair sample sjongkhar 2014"
"4068","4068","s/m/g/07","17/12/2014","0","Ugyen Phuntsho","Farm store","fair sample 2014"
"4069","4069","s/p/p/08","17/12/2014","0","Ugyen Phuntsho","Farm store","Fair samples"
"4070","4070","s/p/k/09","17/12/2014","0","Ugyen Phuntsho","Farm store","fair sample 2014 Sjongkhar"
"4071","4071","s/g/l/10","17/12/2014","0","Ugyen Phuntsho","Farm store","Fair sample 2014 sjongkhar"
"4072","4072","s/p/b/11","17/12/2014","0","Ugyen Phuntsho","Farm store","Saple collected during biodiversity Fait at Sjongkhar 2014"
"4073","4073","s/s/s/11","17/12/2014","0","Ugyen Phuntsho","Farm store","fair sample"
"4074","4074","s/p/k/12","17/12/2014","0","Ugyen Phuntsho","Farm store","Fair Sample"
"4075","4075","s/g/d/13","17/12/2014","0","Ugyen Phuntsho","Farm store","sample collected during biodiversity fair 2014"
"4076","4076","s/p/m/14","17/12/2014","0","Ugyen Phuntsho","Farm store","Collected during biodiversity fair 2014"
"4077","4077","s/o/d/15","17/12/2014","0","Ugyen Phuntsho","Farm store","fair sample"
"4078","4078","s/w/s/16","17/12/2014","0","Ugyen Phuntsho","Farm store","Fair sample"
"4079","4079","s/m/w/17","17/12/2014","0","Ugyen Phuntsho","Farm store","Fair sample"
"4080","4080","s/g/c/18","17/12/2014","0","Ugyen Phuntsho","Farm store","Seeds collected during biodiversity fair 2014"
"4081","4081","s/s/s/19","17/12/2014","0","Ugyen Phuntsho","Farm store","Fair sample"
"4082","4082","s/w/p/20","17/12/2014","0","Ugyen Phuntsho","Farm store","seeds colled during Biodiversity fair 2014"
"4083","4083","s/o/d/21","17/12/2014","0","Ugyen Phuntsho","Farm store","Seeds collected during biodiversity fair at sjongkhar 2014"
"4084","4084","s/g/r/22","17/12/2014","0","Ugyen P","Farm store","Fair sample"
"4085","4085","s/p/p/23","17/12/2014","0","Ugyen P","Farm store","seeds collected during biodiversity fair 2014"
"4086","4086","s/p/k/24","17/12/2014","0","Ugyen Phuntsho","Farm store","Seeds collected during biodiversity fair 2014"
"4087","4087","c/c/t/01","22/06/2015","0","Cheki","Market","Nil"
"4088","4088","T/N/01","07-09-14","0","Ugyen Phuntsho","Market","Nil"
"4089","4089","T/N","22/06/2015","0","Cheki","Market","Nil"
"4090","4090","T/k/k/09","22/06/2015","0","Cheki","Farm store","Nil"
"4091","4091","s/m/m/25","17/12/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4092","4092","s/o/s/26","17/12/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4093","4093","s/p/m/27","17/12/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4094","4094","s/p/r/28","24/06/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4095","4095","s/l/z/29","17/12/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4096","4096","s/p/p/30","17/12/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4097","4097","s/p/k/31","17/12/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4098","4098","s/p/k/32","17/12/2014","0","Ugyen Phuntsho","Farm store","NR"
"4099","4099","s/p/k/33","17/12/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4100","4100","s/p/k/34","17/12/2014","0","Ugyen Phuntsho","Farm store","Nil"
"4101","4101","s/g/d/06","07-07-15","0","Neelam Prd","Farm store","Nil"
"4102","4102","1659","07-09-15","0","Nil","Farm store","Repatriation sample from AVRDC"
"4103","4103","t/n/j/02","07-09-15","0","Nil","Farm store","AVRDC repatriation sample"
"4104","4104","1661","07-09-15","0","NIl","Farm store","AVRDC repatriation sample"
"4105","4105","1662","07-09-15","0","Nil","Farm store","AVRDC repatriation sample "
"4106","4106","1664","07-09-15","0","Nil","Farm store","AVRDC Repatriation sample"
"4107","4107","tot2382","15/07/2015","0","Nil","Farm store","Repatraition sample"
"4108","4108","A00022","15/07/2015","0","Nil","Farm store","Repatriation sample from AVRDC"
"4109","4109","C05115","15/07/2015","0","Nil","Farm store","Repatriation sample from AVRDC"
"4110","4110","C05116","15/07/2015","0","nIL","Farm store","Repatriation sample AVRDC"
"4111","4111","C05117","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4112","4112","C05118","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4113","4113","C05119","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4114","4114","C05120","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4115","4115","C05126","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4116","4116","C05127","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4117","4117","C05130","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4118","4118","C05131","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4119","4119","C05132","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4120","4120","C05837","15/07/2015","0","Nil","Farm store","Repatriaton sample AVRDC"
"4121","4121","G12947","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4122","4122","G12948","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4123","4123","S00413","15/07/2015","0","Nil","Farm store","Repatriation sample AVRDC"
"4124","4124","TB00623","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4125","4125","TB00624","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4126","4126","C05837","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4127","4127","C05131","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4128","4128","C05132","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4129","4129","TC06865","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4130","4130","C05121","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4131","4131","C05122","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4132","4132","C05123","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4133","4133","C05124","16/07/2016","0","Nil","Farm store","Repatiration sample from AVRDC"
"4134","4134","C05125","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4135","4135","C05128","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4136","4136","C05129","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4137","4137","TOT2382","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4138","4138","TL01537","16/07/2016","0","Nil","Farm store","Repatriation sample from AVRDC"
"4139","4139","GSOR310715","18-08-15","0","USDA","Nil","Nil"
"4140","4140","GSOR311600","18-08-15","0","USDA","Nil","Nil"
"4141","4141","GSOr311774","18-08-15","0","USDA","Nil","Nil"
"4142","4142","592","06-03-03","0","Neelam Pradhan","Farm store","Seeds collected by RNR DC Bajo"
"4143","4143","212","15/11/1997","0","Tshering","Farm store","seed collected by RNR DC Bajo small sample but multiplied at Khasarabchu"
"4144","4144","214","05-11-97","0","Karma Dukpa","Farm store","Seed collected by RNRDC Bajo but regenerated sample at Khasarabchu by NBC"
"4145","4145","192","26/11/1997","0","Tshering","Farm store","Seeds collecetd by RNRDC Bajo and multiplied at khasarabchu by NBC"
"4146","4146","7","25/10/1996","0","B.B.Chhetri","Farm store","Seeds regenerated at khasarabchu"
"4147","4147","281","21-02-98","0","Tenzin Wangdi","Farm store","Seeds multiplied at Khasarabchu"
"4148","4148","187","25/11/1997","0","Tshering","Farm store","Seeds multiplied at Khasarabchu"
"4149","4149","584","29-03-03","0","Neelam Pradhan","Farm store","Seeds multiplied at Khasarabchu"
"4150","4150","295","21-10-97","0","Tshering Dorji","Farm store","Seeds multiplied at Khasarabchu"
"4151","4151","587","26/03/2003","0","Neelam Pradhan","Farm store","Seeds multiplied at Khasarabchu"
"4152","4152","327","03-01-97","0","Dorji Dukpa","Farm store","Small sample multiplied at Khasarabchu research station"
"4153","4153","136","18/10/1996","0","Sonam Chophel","Farm store","Seeds multiplied at khasarabchu"
"4154","4154","211","15/11/1997","0","Tshering","Farm store","Seeds multiplied at Khasarabchu"
"4155","4155","609","17/05/2003","0","Neelam Pradhan","Farm store","Seeds multiplied at Khasarabchu"
"4156","4156","273","23-10-97","0","Tashi Tshering","Farm store","Seeds multiplied at Khasarabchu"
"4157","4157","319","29/10/1997","0","Norbu Gyeltshen","Farm store","Multiplied seeds at khasarabchu"
"4158","4158","585","29-03-03","0","Neelam Pradhan","Farm store","Multiplied seeds at khasarabchu"
"4159","4159","615","17/05/2003","0","Yeshi","Farm store","Seeds multiplied at khasarabchu"
"4160","4160","289","27-10-97","0","Tshewang Dorji","Farm store","Seeds multiplied at khasarabchu"
"4161","4161","210","15/11/1997","0","Tshering","Farm store","Seeds multiplied at Khasarabchu"
"4162","4162","293","27-10-93","0","Tshewang Dorji","Farm store","Seeds multiplied at khasarabchu"
"4163","4163","589","31-03-03","0","Neelam","Farm store","Seeds multiplied at khasarabchu"
"4164","4164","235","06-11-97","0","Lobzang Chophel","Farm store","Seeds multiplied at khasarabchu"
"4165","4165","192","26/11/1997","0","Tshering Dorji","Farm store","Seeds multiplied at khasarabchu"
"4166","4166","191","26/11/1997","0","Tshering Dorji","Farm store","Seeds multiplied at khasarabchu"
"4167","4167","139","23/10/1996","0","Sonam Chophel","Farm store","Seeds multiplied at Khasarabchu"
"4168","4168","291","27-10-97","0","tshewang Dorji","Farm store","Seeds multiplied at khasarabchu"
"4169","4169","1","22-10-96","0","Gyaltshen","Farm store","Seeds multipled at khasarabchu"
"4170","4170","L/m/t/49","02-02-15","0","Wang  Tand Chek","Farm store","NR"
"4171","4171","m/c/w/80","02-12-15","0","Ugyen P and Lha","Farm store","NK"
"4172","4172","t/w/l/24","01-04-14","0","karma Tenzin","Farm store","Nk"
"4173","4173","l/m/k/62","08-02-15","2","KInzang Thinley","Farm store","Nk"
"4174","4174","s/d/p/87","30/03/2014","2","Asta M Wang T a","Farm store","Nk"
"4175","4175","C/D/P/8","16/09/2015","2","Laxmi, Cheki","Farm store","NR"
"4176","4176","m/c/w/90","02-12-15","0","Lhab and Ugyen","Farm store","NR"
"4177","4177","C05118","25/11/2015","1","AVRDC","Farm store","Nk"
"4178","4178","m/n/g/01","14/01/2015","1","Cheki Wangmo.Wa","Farm store","This particular chilli is still abundant because of hot taste preferences by consumers at large."
"4179","4179","RDC-M-1","12-01-15","0","RDC-Yusipang","Research","Introduced from Nepal through RDC Yusipang"
"4180","4180","Nil","Nil","0","Nil","Nil","Just entered to adjust accession error"
"4181","4181","RDC-M-2","12-02-15","0","Yusipang","Farm store","Seeds brought from Yusiapng"
"4182","4182","RDC-M-3","12-02-15","0","Yusipang","Farm store","Seeds brought from Yusiapng"
"4183","4183","RDC-M-4","02-12-15","0","Yusipang","Farm store","Seeds brought from RDC Yusipang"
"4184","4184","RDC-M-5","12-02-15","0","Yusipang","Farm store","Seeds brought from RDC Yusiapng"
"4185","4185","RDC-M-6","12-02-15","0","Yusipang","Farm store","Seeds brought from RDC Yusiapng"
"4186","4186","h/b/t/01","15-10-15","0","Asta and Wang","Farm store","Initially seed brought from Sha Wangdi"
"4187","4187","h/k/y/2","16/10/2015","0","Asta and Wang T","Farm store","Because of awnlessness easyily damaged by wild animals"
"4188","4188","h/k/y/03","16/10/2015","0","Asta and Wang","Farm store","For making kapchi,Ara and animal feed"
"4189","4189","h/k/y/04","16/10/2015","0","Asta and Wang","Farm store","Rituals cake,Animal feed Druna"
"4190","4190","h/k/b/05","16/10/2015","0","Asta and Wang","Farm store","Kapchi, Ara and animal feed purpose"
"4191","4191","h/k/b/06","16/10/2015","0","Asta and Wang","Farm store","Making flour. Hyontyo making"
"4192","4192","h/k/b/07","16/10/2015","0","Asta and Wang","Farm store","making loam and animal feed"
"4193","4193","h/k/w/08","16/10/2015","0","Asta and Wang","Farm store","Vegetable purpose"
"4194","4194","h/b/c/09","17/10/2015","0","Asta and wang","Farm store","NK"
"4195","4195","h/b/c/10","17/10/2015","0","Asta and Wang","Farm store","Nk"
"4196","4196","h/b/c/11","17/10/2015","0","Asta and Wang","Farm store","Nk"
"4197","4197","h/b/c/12","17/10/2015","0","Asta and Wang","Farm store","Nk"
"4198","4198","h/b/c/13","17/10/2015","0","Asta and Wang","Farm store","Used as spices"
"4199","4199","h/b/y/14","17/10/2015","0","Asta and Wang","Farm store","Nk"
"4200","4200","h/b/y/15","17/10/2015","0","Asta and Wang","Farm store","Making hyonto during hapi lomba"
"4201","4201","h/b/y/16","17/10/2015","0","Asta and Wang","Farm store","Loam making.animal feed"
"4202","4202","h/b/t/17","17/10/2015","0","Asta and Wang","Farm store","NK"
"4203","4203","P/T/M/1","13/12/2015","0","Lhab Tshering","Farm store","Used for the preparation of Dhoem (a traditional sweet dish made of soft yak cheese, milk and legumes) served during special occassions."
"4204","4204","Z/P/P/01","24/12/2015","0","Asta and Wang","Farm store","MIxed with rice and cooked
Made into dal
Used as tsozey in olden days since there were no other alternatives"
"4205","4205","Z/P/P/02","24/12/2015","1","Asta and Wang","Farm store","Suja ezay purpose"
"4206","4206","z/p/p/03","24/12/2015","1","Asta and Wang","Farm store","Used for making suja substitute for butter
Make Azya. Rituals purpose also"
"4207","4207","z/p/p/04","24/12/2015","1","Asta and Wang","Farm store","Opeedp and eaten as snacks, mixed with rice and cooked"
"4208","4208","z/p/p/05","24/12/2015","1","Asta and Wang","Farm store","making winefor food purpose and thub purpose"
"4209","4209","z/p/p/06","24/12/2015","1","Asta and Wang","Kitchen garden","Tubers boiled and eat
Used tuber for making curry
leaves uded for cattle and pigs feeding"
"4210","4210","z/p/p/07","24/12/2015","1","Asta and Wang","Farm store","Dengo,Keptang Khurba"
"4211","4211","z/p/p/08","24/12/2015","1","Asta and Wang","Farm store","Preparing chanckee, Poped and eaten"
"4212","4212","z/p/p/09","24/12/2015","1","Asta and Wang","Farm store","used for vegetable purpose"
"4213","4213","z/p/p/10","24/12/2015","1","Asta and Wang","Farm store","Used for vegetable purpose"
"4214","4214","s/c/n/46","25/01/2014","0","Sangay wangdi","Farm store","NR"
"4215","4215","s/c/n/47","25/01/2014","0","Sangay Wangdi","Farm store","NR"
"4216","4216","p/n/g/03","15/14/2014","0","Karma","Farm store","Brewing purpose"
"4217","4217","z/p/p/11","24/12/2015","0","Asta and Wang","Farm store","Used for vegetable purpose"
"4218","4218","z/p/p/12","24-12-2015","0","Asta and Wang","Farm store","To make azayButter lamp purpose"
"4219","4219","z/p/m/13","25/12/2015","0","Asta and Wang","Farm store","Oil extraction purpose"
"4220","4220","z/p/m/14","25/12/2015","0","Asta,Wang and T","Farm store","For making changkey, rituals cake"
"4221","4221","z/p/m/15","25/12/2015","0","Asta ,Wang and ","Farm store","Brewing purpose"
"4222","4222","z/p/m/16","25/12/2015","0","Asta,Wang and T","Farm store","Animal feed and brewing purpose"
"4223","4223","z/p/m/17","25/12/2015","0","Asta,Wang and T","Farm store","Ruiba making
fried and eat as snacks"
"4224","4224","z/p/m/18","25/12/2015","0","Asta, Wang and ","Farm store","Fried and eat, making changkey also"
"4225","4225","z/p/m/19","25/12/2015","0","Asta, Wang and ","Farm store","pop corn"
"4226","4226","z/p/m/20","25/12/2015","0","Asta,Wang and T","Farm store","brewing purpose and used as snacks when fried"
"4227","4227","z/p/m/21","25/12/2015","0","Asta,Wang and T","Farm store","used for vegetable purpose"
"4228","4228","z/p/m/22","25/12/2015","0","Asta,Wang and T","Farm store","Boil and eat
for vegetable purpose
Animal feed"
"4229","4229","z/p/m/23","25/12/2015","0","Asta,Wang and T","Farm store","Used as vegetables animal feed"
"4230","4230","z/p/m/24","25/12/2015","0","Asta,Wang and T","Farm store","fried and eat.
mixed with rice and eat"
"4231","4231","z/p/m/25","25/12/2015","0","Asta,Wang and T","Farm store","Kharang tengma and brewing purpose"
"4232","4232","z/p/m/26","25/12/2015","0","Asta,Wang and T","Farm store","brewing and kaharng purpose"
"4233","4233","z/p/m/27","27/12/2015","0","Asta,Wang and T","Farm store","Good taste"
"4234","4234","z/p/p/28","27/12/2015","0","Asta,Wang and T","Farm store","Food and changkey purpose"
"4235","4235","z/p/p/29","27/12/2015","0","Asta,Wang and t","Farm store","MIxed with rice,boilde and eat,used to make chang/ara"
"4236","4236","z/p/p/30","27/12/2015","0","Asta,Wang and T","Farm store","vegetable purpose"
"4237","4237","z/p/m/31","27/12/2015","0","Asta,Wang and t","Farm store","Animal feed and vegetable purpose"
"4238","4238","z/p/z/32","28/12/2015","0","Asta,wang and T","Farm store","Changkay"
