"seed_id","donor_id","collection_rep","type","samplestatus_id","p_user_id","crop_name","family","genus","species","sub_texa","local_name","localvariety_name","material_type","classification","resistant","susceptible","important","p_stored_date"
"4476","4382","W/RDC/06","passport","0","3","Carrot","Apiaceae","carota","Daucus",,,"Early Nantes","Seed","Vegetable",,,,"09-Aug-2016"
"4477","4382","W/RDC/02","passport","0","3","Tomato","Solanaceae","esculentum","lycopersicum",,,"Ratan","Seed","Vegetable",,,,"09-Aug-2016"
"4478","4382","W/RDC/03","passport","0","3","Tomato","Solanaceae","esculentum","lycopersicum",,"Tomato","Roma","Seed","Vegetable",,,,"09-Aug-2016"
"4479","4382","W/RDC/01","passport","0","3","Tomato","Solanaceae","esculentum","lycopersicum",,"Tomato","CHT 160","Seed","Vegetable",,,,"09-Aug-2016"
"4480","4382","W/RDC/10","passport","0","0","Brinjal","Solanaceae","melongena","Solanum",,,"Pusa Purple Long","Seed","Vegetable",,,,"09-Aug-2016"
"4481","4382","w/RDC/08","passport","2","3","Onion","Liliaceae","cepa","Allium",,"Gop","Bajo Gop 1","Seed","Vegetable",,,,"09-Aug-2016"
"4482","4382","W/RDC/11","passport","2","3","Japanese Green","Brassicaceae","rapa","Brassica",,,"Taisa","Seed","Vegetable",,,,"09-Aug-2016"
"4483","4382","W/RDC/07","passport","2","3","Spinach","Amaranthaceae","oleracea","Spinacia",,,"All Green","Seed","Vegetable",,,,"09-Aug-2016"
"4484","4382","W/RDC/12","passport","2","3","Pea","Fabaceae","sativum","Pisum",,,"Usui","Seed","Vegetable",,,,"09-Aug-2016"
"4485","4382","W/RDC/05","passport","2","3","Mustard green","Brassicaceae","junceae","Brassica",,"Sag","Phul Maya","Seed","Vegetable",,,,"10-Aug-2016"
"4486","4382","W/RDC/09","passport","2","3","Radish","Brassicaceae","sativus","Raphanus",,"Laphu","Bajo Laphu1","Seed","Vegetable",,,,"10-Aug-2016"
"4487","4382","W/RDC/04","passport","2","3","Cauliflower","Brassicaceae","oleracea","Brassica",,,"White Top","Seed","Vegetable",,,,"10-Aug-2016"
"4488","4382","W/RDC/13","passport","2","3","Broccoli","Brassicaceae","oleracea","Brassica",,,"Disco","Seed","Vegetable",,,,"10-Aug-2016"
"4489","4382","W/RDC/15","passport","2","3","Lady Finger","Malvaceae","esculentus","Abelmoschus",,,"Pusa Sawani","Seed","Vegetable",,,,"10-Aug-2016"
"4490","4382","W/RDC/14","passport","2","3","Bitter Gourd","Cucurbitaceae","charantia","Momordica",,,"Local","Seed","Vegetable",,,,"10-Aug-2016"
"4491","4382","W/RDC/20","passport","2","3","Watermelon","Cucurbitaceae","lanatus","Citrullus",,,"Sugar Baby","Seed","Fruits",,,,"10-Aug-2016"
"4492","4383","s/n/j/409","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Aizam","Seed","Cereal",,,,"10-Aug-2016"
"4493","4384","Z/t/b/481","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Chakharpa","Seed","Cereal",,,,"10-Aug-2016"
"4494","4385","z/t/b/482","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Bondey","Seed","Cereal",,,,"10-Aug-2016"
"4495","4386","m/s/t/256","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Tsirang Zam","Seed","Cereal",,,,"10-Aug-2016"
"4496","4387","z/t/k/420","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Sharchokpa","Seed","Cereal",,,,"10-Aug-2016"
"4497","4388","s/n/g/20","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Karma Tekpa","Seed","Cereal",,,,"10-Aug-2016"
"4498","4389","d/t/l/611","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Timburay","Seed","Cereal",,,,"10-Aug-2016"
"4499","4390","z/n/g/415","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Weddy type","Seed","Cereal",,,"Long awn","15-Aug-2016"
"4500","4391","s/m/m/158","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Br-153","Seed","Cereal",,,,"15-Aug-2016"
"4501","4392","s/o/d/395","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","BR-153","Seed","Cereal",,,,"15-Aug-2016"
"4502","4393","z/n/g/424","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Sharchokpa","Seed","Cereal",,,"Long awn","15-Aug-2016"
"4503","4394","z/b/t/450","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Bondey","Seed","Cereal",,,,"15-Aug-2016"
"4504","4395","z/b/l/452","passport","2","3","Paddy","Poaceae","sativa","or",,"Epa","Zhangkhar","Seed","Cereal",,,,"15-Aug-2016"
"4505","4396","z/n/g/431","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Khangbata","Seed","Cereal",,,,"15-Aug-2016"
"4506","4397","s/n/g/19","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Robtang Bara","Seed","Cereal",,,,"15-Aug-2016"
"4507","4395","z/b/l/453","passport","2","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Mara","Seed","Cereal",,,,"15-Aug-2016"
"4508","4398","s/n/r/407","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Karma Tekpa","Seed","Cereal",,,,"15-Aug-2016"
"4509","4399","m/s/k/258","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Bara Dema","Seed","Cereal",,,,"15-Aug-2016"
"4510","4400","s/d/b/6","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Tagmara","Seed","Cereal",,,"tall plant height,Stable variety,Good eating quality, Good for making kher","15-Aug-2016"
"4511","4401","s/d/b/2","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Tagmachu","Seed","Cereal",,,"medium height,non aromatic,white pericap,Good for making bitten rice, No lodging","15-Aug-2016"
"4512","4402","s/d/b/3","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Khudungay","Seed","Cereal",,,"Tall,white pericap
Nono- aromatic
Long awn","15-Aug-2016"
"4513","4403","s/s/b/2","passport","2","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Sheto Kalami","Seed","Cereal",,,"tall Non aromatic white pericap good yielding","15-Aug-2016"
"4514","4404","s/j/b/3","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Attey","Seed","Cereal",,,"Tall plant height,Low yielding","15-Aug-2016"
"4515","4405","s/j/b/4","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Mashino","Seed","Cereal",,,"tall plant height,Aromatic and good eating quality","15-Aug-2016"
"4516","4406","s/g/g/4","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Rupa","Seed","Cereal",,,"Tall,soft when cooked","15-Aug-2016"
"4517","4407","z/t/z/27","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","jurzam/jur-zen","Seed","Cereal",,,"Red rice, lightly scented, cultivated both dry and wetland","18-Aug-2016"
"4518","4311","z/t/b/2","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Punkulung","Seed","Cereal",,,"early maturity compared to bondey,yielding yielding, higher milling recovery, Tall plant  height wit","18-Aug-2016"
"4519","4326","z/t/d/19","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","zintila","Seed","Cereal",,,,"18-Aug-2016"
"4520","4325","z/t/d/25","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Kambra","Seed","Cereal",,,"Red rice","18-Aug-2016"
"4521","4325","z/t/d/24","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Chakharpa","Seed","Cereal",,,,"18-Aug-2016"
"4522","4357","Z/b/k/29","passport","2","3","Foxtail Millet","Poaceae","italica","Setaria",,"Run","Run","Seed","Cereal",,,,"18-Aug-2016"
"4523","4408","z/t/t/11","passport","2","3","Amaranthus","Amaranthaceae","spp","Amaranthus",,"Mudai","Khartila","Seed","Cereal",,,,"18-Aug-2016"
"4524","4326","z/t/d/20","passport","2","3","Finger Millet","Poaceae","corocana","Eleusine",,"Kongpa",,"Seed","Cereal",,,,"18-Aug-2016"
"4525","4409","z/t/d/22","passport","3","3","Paddy","Polygonaceae","esculentum","Fagopyrum",,"Charai","Charai","Seed","Cereal",,,,"19-Aug-2016"
"4526","4410","z/b/b/3","passport","2","3","Bitter Buckwheat","Polygonaceae","tartaricum","Fagopyrum",,"Brathma","Brathma","Seed","Cereal",,,,"19-Aug-2016"
"4527","4357","z/b/k/28","passport","2","3","Finger Millet","Poaceae","coracana","Eleusine",,"Kongko","Kongko","Seed","Cereal",,,"closed head","19-Aug-2016"
"4528","4411","z/g/b/100","passport","2","3","Sesame","Pedaliaceae","indicum","Sesamum",,"Pleem","Nuntila","Seed","Oil",,,"Black seed","19-Aug-2016"
"4529","4412","z/b/d/11","passport","2","3","Amaranthus","Amaranthaceae","spp","Amaranthus",,"lamdai","lamdai","Seed","Cereal",,,,"19-Aug-2016"
"4531","4413","s/d/p/80","passport","2","3","Finger Millet","Poaceae","coracana","Eleusine",,"Kodo","Bhotay Kodo","Seed","Cereal",,,,"23-Aug-2016"
"4532","4414","b/c/j/1","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Ray","Jakar ray naap","Seed","Cereal",,,"Black husk,Red kernel, medium yield, For higher altitute variety","25-Aug-2016"
"4533","4415","t/m/w/1","passport","2","3","Adzuki bean","Fabaceae","angularis","Vigna",,"Sem Hochum","Sem Hochum","Seed","Legumes",,,"Red color","25-Aug-2016"
"4534","4416","s/g/8","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Choti Mashino","Seed","Cereal",,,,"25-Aug-2016"
"4535","4416","s/h/4","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Mansara","Seed","Cereal",,,,"25-Aug-2016"
"4536","4417","s/g/n/2","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Kalo Noonia","Seed","Cereal",,,,"25-Aug-2016"
"4537","4418","h/b/b/01","passport","2","3","Lettuce","Asteraceae","sativa","lactuca",,"Patey","Patey","Seed","Vegetable",,,,"25-Aug-2016"
"4538","4419","s/g/u/1","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Krishna Bhog","Seed","Cereal",,,"Scented rice","25-Aug-2016"
"4539","4420","s/g/h/16","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Arjun Dhan","Seed","Cereal",,,,"25-Aug-2016"
"4540","4420","s/g/u/2","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Mama Sheto","Seed","Cereal",,,,"25-Aug-2016"
"4541","4416","s/g/h/29","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Bhog Dhan","Seed","Cereal",,,"aromatic rice","25-Aug-2016"
"4542","3313","p/n/g/02","passport","2","3","Maize","Poaceae","mays","zea",,"Ashom","Yangtsepa","Seed","Cereal",,,,"25-Aug-2016"
"4543","4421","s/d/b/23","passport","2","3","Finger Millet","Poaceae","coracana","Eleusine",,"kodo","Phurkay kodo","Seed","Cereal",,,,"25-Aug-2016"
"4544","4422","c/c/t/02","passport","2","3","Chilli","Solanaceae","spp","Capsicum",,"Ema","Solo","Seed","Vegetable",,,,"26-Aug-2016"
"4545","2945","m/w/01","passport","2","3","Cauliflower","Brassicaceae","oleracea","Brassica",,"Wengkhar Meto Kopi I","Meto Kopi","Seed","Vegetable",,,"Require more chilling period and curd size is larger","01-Sep-2016"
"4546","4423","m/w/02","passport","2","3","Cauliflower","Brassicaceae","oleracea","Brassica",,"Meto Kopi","Wengkhar Meto Kopi II","Seed","Vegetable",,,"short duration and require less chilling period","01-Sep-2016"
"4547","4423","m/w/03","passport","2","3","Mustard green","Brassicaceae","junceae","Brassica",,"Petse","Wengkhar Petse I","Seed","Vegetable",,,,"01-Sep-2016"
"4548","4423","m/w/04","passport","2","3","Mustard green","Brassicaceae","junceae","Brassica",,"Petse","Wengkhar Petse II","Seed","Vegetable",,,,"01-Sep-2016"
"4549","4423","m/w/05","passport","2","3","Carrot","Apiaceae","carota","Daucus",,"laphu Maap","Wengkhar Lhaphu Maap I","Seed","Vegetable",,,,"01-Sep-2016"
"4550","4423","m/w/06","passport","0","3","Chilli","Solanaceae","spp","Capsicum",,"Solo","Super Solo","Seed","Vegetable",,,"large size but less pungent","01-Sep-2016"
"4551","4424","B/C/J/02","passport","2","3","Buckwheat","Polygonaceae","Spinacia","Fagopyrum",,,"Crop Wild Relatives","Seed","Cereal",,,"small grains,grains are highly angulated or ridges
Grains brown in color","01-Sep-2016"
"4552","4424","b/c/j/03","passport","2","3","Buckwheat","Polygonaceae","debotrytis","Fagopyrum",,,"Crop Wild Relatives","Seed","Cereal",,,"tall plant height,Flowers are white
Grains size bigger than domesticated one, Sharp ridges, Easy sh","01-Sep-2016"
"4553","4425","w/k/k/1","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Ray","Kachum","Seed","Cereal",,,,"02-Sep-2016"
"4554","4382","w/rdc/2","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Ray","Bomteling","Seed","Cereal",,,,"02-Sep-2016"
"4555","4426","p/t/l/3","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Guenja (red)","Seed","Cereal",,,,"02-Sep-2016"
"4556","4382","w/rdc/4","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Ray","Ngurum Lingboo","Seed","Cereal",,,,"02-Sep-2016"
"4557","4382","w/rdc/5","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Ray","Ugey Maap","Seed","Cereal",,,,"02-Sep-2016"
"4558","4382","w/rdc/6","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Ray","Sile kachum","Seed","Cereal",,,,"02-Sep-2016"
"4559","4427","p/g/n/7","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Gyemja Maap","Seed","Cereal",,,"Red kernel,high altitude variety","02-Sep-2016"
"4560","4382","w/rdc/8","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Ray Jazag","Seed","Cereal",,,,"02-Sep-2016"
"4561","4428","t/k/p/9","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Phong meypa","Seed","Cereal",,,,"02-Sep-2016"
"4562","4382","w/rdc/10","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Wangdi maap","Seed","Cereal",,,,"02-Sep-2016"
"4563","4382","w/rdc/11","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Sung Sung Bara","Seed","Cereal",,,,"02-Sep-2016"
"4564","4382","w/rdc/12","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Dakpa","Seed","Cereal",,,,"02-Sep-2016"
"4565","4429","z/p/k/13","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","BR-153","Seed","Cereal",,,,"02-Sep-2016"
"4566","4382","W/RDC Bajo/14","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Sungpa","Seed","Cereal",,,,"02-Sep-2016"
"4567","4430","t/m/c/15","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"bja","Kong Tsam","Seed","Cereal",,,,"02-Sep-2016"
"4568","3351","p/k/c/16","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"bja","Guenja","Seed","Cereal",,,,"02-Sep-2016"
"4569","4431","p/g/d/17","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Wangda Karmo","Seed","Cereal",,,,"02-Sep-2016"
"4570","4382","w/rdc/18","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Khemjya","Seed","Cereal",,,,"02-Sep-2016"
"4571","4430","t/m/c/19","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Hamzam","Seed","Cereal",,,,"02-Sep-2016"
"4572","4382","W/RDC Bajo/20","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Jaa","Talo Mara","Seed","Cereal",,,,"02-Sep-2016"
"4573","4432","t/k/r/21","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bara","Asu","Seed","Cereal",,,,"02-Sep-2016"
"4574","3118","m/c/k/02","passport","0","3","Sweet Buckwheat","Polygonaceae","esculentum","Fagopyrum",,"Guntshung","Guntshung","Seed","Cereal",,,,"02-Sep-2016"
"4575","3118","m/c/k/03","passport","0","3","Finger Millet","Poaceae","coracana","Eleusine",,"Kongpu","Changlu","Seed","Cereal",,,,"02-Sep-2016"
"4576","3118","m/c/k/04","passport","0","3","Perilla","Lamiaceae","frutuscens","Perilla",,"Nam","Balingme","Seed","Oil",,,,"02-Sep-2016"
"4577","4433","m/k/m/01","passport","2","3","Cowpea","Fabaceae","umbellata","Vigna",,"Goibee","Goibee","Seed","Legumes",,,,"05-Sep-2016"
"4578","99","w/rdc/14","passport","3","3","Paddy","Poaceae","sativum","Oryza",,"Jaa","Sungpa","Seed","Cereal",,,,"07-Sep-2016"
"4579","4382","w/rdc/Bajo/20","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"bja","Talo Mara","Seed","Cereal",,,,"07-Sep-2016"
"4580","4382","634","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Bondey Lorina","Seed","Cereal",,,,"19-Sep-2016"
"4581","4382","11","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Kashmiri Basmati","Seed","Cereal",,,,"19-Sep-2016"
"4582","4434","5","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Kala Dhan","Seed","Cereal",,,,"19-Sep-2016"
"4583","4382","628","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"bja","Bondey (Oldest","Seed","Cereal",,,,"19-Sep-2016"
"4584","3351","623","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Epa","Lham zim","Seed","Cereal",,,,"19-Sep-2016"
"4585","4382","627","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Bonday","Seed","Cereal",,,,"19-Sep-2016"
"4586","4382","633","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Bja","BOndey","Seed","Cereal",,,,"19-Sep-2016"
"4587","4382","14","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Bondey","Seed","Cereal",,,,"19-Sep-2016"
"4588","4382","629","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Hamjim","Seed","Cereal",,,,"19-Sep-2016"
"4589","4382","634","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Awaja","Seed","Cereal",,,,"19-Sep-2016"
"4590","4382","w/g/k/01","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Sile kuchum","Seed","Cereal",,,,"21-Sep-2016"
"4591","99","l/g/b/02","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Dakpa","Seed","Cereal",,,,"21-Sep-2016"
"4592","99","p/s/j/03","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Kachum","Seed","Cereal",,,,"21-Sep-2016"
"4593","99","w/w/s/04","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Tandin Tshering","Seed","Cereal",,,,"21-Sep-2016"
"4594","99","p/z/c/05","passport","0","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Jarey","Seed","Cereal",,,,"21-Sep-2016"
"4595","4435","w/k/k/11","passport","2","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Kachum","Seed","Cereal",,,,"06-Oct-2016"
"4596","3471","s/s/d/23","passport","2","3","Green Gram","Fabaceae","radiata","Vigna",,"Dal","Palio dal","Seed","Legumes",,,,"25-Nov-2016"
"4597","4436","w/r/j/01","passport","3","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Machum","Seed","Cereal",,,"Whitish husk ,Red inside, medium grains","20-Dec-2016"
"4598","4349","z/b/k/8","passport","2","3","Paddy","Poaceae","sativa","Oryza",,"Leay","Eppa","Seed","Cereal",,,"small narrow grains, white variety","20-Dec-2016"
"4599","4437","w/k/l/07","passport","3","3","Maize","Poaceae","mays","Zea",,"Geyza","Sep","Seed","Cereal",,,"yellow grains
 Small seeds","20-Dec-2016"
"4600","4438","s/t/d/07","passport","2","3","Soya bean","Fabaceae","max","Glycine",,"Badmas","Kalo","Seed","Legumes",,,,"21-Dec-2016"
"4601","99","IRRI-67862","passport","2","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Jarey","Seed","Cereal",,,,"10-Jan-2017"
"4602","99","Irri--64929","passport","2","3","Paddy","Poaceae","sativa","Oryza",,"Bja","Sile kachum","Seed","Cereal",,,,"11-Jan-2017"
"4603","99","IRRI-64888","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,,"Seed","Cereal",,,,"11-Jan-2017"
"4604","99","IRRI-67835","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,,"Seed","Cereal",,,,"11-Jan-2017"
"4605","99","IRRI-86906","passport","3","3","Paddy","Poaceae","sativa","Oryza",,,"Tan Tshering",,"Cereal",,,,"11-Jan-2017"
"4606","99","IRRI-86883","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Kongko","Seed","Cereal",,,,"11-Jan-2017"
"4607","99","IRRI-32395","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Kalo Nunia","Seed","Cereal",,,,"11-Jan-2017"
"4608","99","IRRI-86913","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Yadu Bara","Seed","Cereal",,,,"11-Jan-2017"
"4609","99","IRRI-86915","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Zakha","Seed","Cereal",,,,"11-Jan-2017"
"4610","99","IRRI-67838","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Kati","Seed","Cereal",,,,"11-Jan-2017"
"4611","99","IRRI-32451","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Wangda Kam","Seed","Cereal",,,,"11-Jan-2017"
"4612","99","IRRI-32444","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Mansara","Seed","Cereal",,,,"11-Jan-2017"
"4613","99","IRRI-32384","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Botoli","Seed","Cereal",,,,"11-Jan-2017"
"4614","99","IRRI-67824","passport","2","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Anadi","Seed","Cereal",,,,"11-Jan-2017"
"4615","99","IRRI-32438","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Chota kati","Seed","Cereal",,,"PLant height 108 cm tall with 18 number culms, 19cm panical length,","11-Jan-2017"
"4616","99","IRRI-32390","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Farangay","Seed","Cereal",,,"PLant height 95.5 cm tall with 11 number of culms.Moderately strong. 24 cm panical length.lemma and ","11-Jan-2017"
"4617","99","IRRI-32401","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Ruduwa","Seed","Cereal",,,,"11-Jan-2017"
"4618","99","IRRI-32403","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Tauli","Seed","Cereal",,,,"11-Jan-2017"
"4619","99","IRRI-86912","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Yadu Bara","Seed","Cereal",,,,"11-Jan-2017"
"4620","99","IRRI-32399","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Phudugey","Seed","Cereal",,,,"11-Jan-2017"
"4621","99","IRRI-86828","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Jhanam","Seed","Cereal",,,,"11-Jan-2017"
"4622","99","IRRI-111451","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Wangda Kam","Seed","Cereal",,,,"11-Jan-2017"
"4623","99","IRRI-32452","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Wangda Kam","Seed","Cereal",,,"Culm length 125cm, white variety","11-Jan-2017"
"4624","99","IRRI-67834","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Jangkhar","Seed","Cereal",,,"Culm length 91 cm tall with 16 nos of culm, Moderately strong. Panical length 22.5 cm red variety","11-Jan-2017"
"4625","99","IRRI-86829","passport","2","3","Paddy","Poaceae","sativa","Oryza",,,"Janam","Seed","Cereal",,,,"11-Jan-2017"
"4626","4439","d/g/ub/01","passport","2","3","Paddy","Poaceae","sativa","Oryza",,"Dhan","Rato Dhan","Seed","Cereal",,,"Aroma,White variety, Lodging resistant, Cost 60/kg","30-Jan-2017"
"4627","4439","d/g/ub/02","passport","2","3","Finger Millet","Poaceae","coracana","Eleusine",,"Kodo","Rato kodo","Seed","Cereal",,,"Lodging resistant, High altitude variety, Open fingers","30-Jan-2017"
"4628","4440","d/g/lb/03","passport","2","3","Paddy","Poaceae","Oryza","sativa",,"Dhan","Attey","Seed","Cereal",,,"Tall plant height, Susceptible to lodging, No aroma, 7 quintal /acre yield","30-Jan-2017"
"4629","4440","d/g/lb/04","passport","2","3","Bean","Fabaceae","vulgaries","Phaseolus",,"Bori","Rato Bori","Seed","Legumes",,,"Dwarf variety","30-Jan-2017"
"4630","4440","d/g/lb/05","passport","2","3","Maize","Poaceae","mays","Zea",,"Makai","Sheto makai","Seed","Cereal",,,"2-3 cobs /plant, Good taste but takes longer time to mature 4 months coampared to pailo makai","30-Jan-2017"
"4631","4440","d/g/lb/06","passport","0","3","Maize","Poaceae","mays","Zea",,"Makai","Pailo makai","Seed","Cereal",,,"2 to 3 cobs per plane, matures in 2 and half months","30-Jan-2017"
"4632","4440","D/B/LB/06","passport","2","3","Maize","Poaceae","Zea","mays",,"Makai","pailo makai","Seed","Cereal",,,"2 to 3 cobs per plant, Matures in 2 and Half Months","30-Jan-2017"
"4633","4441","d/g/ub/07","passport","0","3","Chilli","Solanaceae","Capsicum","annum",,"Khorsani","Saili khorsani","Seed","Vegetable",,,,"30-Jan-2017"
"4634","4441","d/b/ub/08","passport","0","3","Finger Millet","Poaceae","Eleusine","coracana",,"Kodo","Darmi kodo","Seed","Cereal",,,"Closed head,","30-Jan-2017"
"4635","4442","d/g/b/09","passport","0","3","Bean","Fabaceae","Phaseolus","vulgaris",,"Bori","Sheto/Dudey bori","Seed","Legumes",,,"Dwarf variety, Soft stem","31-Jan-2017"
"4636","4442","d/g/b/10","passport","2","3","Bean","Fabaceae","Phaseolus","vulgaris",,"Bori","Pothorey Bori","Seed","Legumes",,,"Dwarf variety
","31-Jan-2017"
"4637","4443","d/g/mg/11","passport","2","3","Paddy","Poaceae","Oryza","sativa",,"Bara","Taoli","Seed","Cereal",,,"White variety
80 decimal- 28 muri yield","01-Feb-2017"
"4638","4443","d/g/mg/12","passport","2","3","Paddy","Poaceae","Oryza","sativa",,"Bara","Bara Tsalu","Seed","Cereal",,,"Red variety, aromatic","01-Feb-2017"
"4639","4443","d/g/mg/13","passport","0","3","Chilli","Solanaceae","Capsicum","annum",,"Ema","Dukpa ema","Seed","Vegetable",,,"Wrinkled type
","01-Feb-2017"
"4640","4444","d/g/sl/14","passport","0","3","Maize","Poaceae","Zea","mays",,"Makai","Rato Makai","Seed","Cereal",,,"2 cobs per plant
no pest and diseases","02-Feb-2017"
"4641","4444","d/g/sl/15","passport","2","3","Maize","Poaceae","Zea","mays",,"Makai","Sheto","Seed","Cereal",,,"2 to 3 cobs, more tasty
late variety","08-Feb-2017"
"4642","4444","d/g/sl/16","passport","3","3","Maize","Poaceae","Zea","mays",,"Makai","Kalo","Seed","Cereal",,,"two cobs per plant","08-Feb-2017"
"4643","4444","d/g/sl/17","passport","3","3","Maize","Poaceae","Zea","mays",,"Makai","Pailo","Seed","Cereal",,,"2 to 3 cobs per plant","08-Feb-2017"
